document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
ef0c3a9a9806e7192ee459ff4ce56ccfa21b3487,test,What did the police shoot Stu with?,Rubber bullets,rubber bullets ,What did the police shoot Stu with ?,Rubber bullets,rubber bullets
7ff1108c5bf35a718b6e8a25704eec6ff979a919,train,What does the Foanna use as bait for the Baldies?,Their castle,Their castle.,What does the Foanna use as bait for the Baldies ?,Their castle,Their castle .
b0cdfea5c6b7ac7a87b11c4d8527a4fdaa2a20f5,train,Where are volumes five and six located?,London,london,Where are volumes five and six located ?,London,london
141a5885bb6d8df56dadbd617b5dec7db102701d,train,Who does Mookie live with?,His sister Jade.,Jade,Who does Mookie live with ?,His sister Jade .,Jade
4d64bda641788de51424d99f5f79393767abfac7,test,What is the name of the barge Conan demands passage aboard?,The Argus.,Argos,What is the name of the barge Conan demands passage aboard ?,The Argus .,Argos
8f0f61996b30a8a3963719b2067473d77b1cb08f,train,Who writes most of the letters in the story?,Werther,Werther,Who writes most of the letters in the story ?,Werther,Werther
ef8cc671b525e984e2af5f1467a568f5addbea4c,train,How does Julie die? ,In a car crash.,In a car crash ,How does Julie die ?,In a car crash .,In a car crash
0434145d9284423a36a714fc55246ed0bdc39a82,train,WHAT IS CLARA'S OCCUPATION?,SCHOOLTEACHER,She's a schoolteacher.,WHAT IS CLARA S OCCUPATION ?,SCHOOLTEACHER,She s a schoolteacher .
5e68bb2ae2af335f5f828966209fb6e97621005f,train,Whose sports show did Rod appear on?,Roy Firestone's,The Roy Firestone's Sports Show,Whose sports show did Rod appear on ?,Roy Firestone s,The Roy Firestone s Sports Show
d8844d709aa624a5ffe70f185dc68488839d37ea,train,What type of reward will Brewer receive?,a medal,Presidential Medal of Freedom,What type of reward will Brewer receive ?,a medal,Presidential Medal of Freedom
f7bb9eb9306b79cad4b6466f2ac3dcbd0e5fa63a,test,What offense lands Deloris in the choir?,The Reverend Mother catches Deloris sneaking into a bar.,Sneaking into a bar.,What offense lands Deloris in the choir ?,The Reverend Mother catches Deloris sneaking into a bar .,Sneaking into a bar .
ef8b2d07b6d31531a169fefa7a7585b43aa71f60,train,Where did Alan buy a home?,Kensington Market,Toronto,Where did Alan buy a home ?,Kensington Market,Toronto
4bb855bbb2a0da63ac5717c87aba8883b829201e,train,What happened when Ballard was driving home from work?,"He got in a car accident, killing the other car's male passenger.","He crashes into another car, killing a male passenger, and starting his fetish.",What happened when Ballard was driving home from work ?,"He got in a car accident , killing the other car s male passenger .","He crashes into another car , killing a male passenger , and starting his fetish ."
58184a6c7022822b91a6593d00dd12be8bce7f36,test,Why is Stephen strapped at school?,Because one of his teacher's believes he broke his glasses to get out of an exam,His teacher thought he broke his glasses on purpose,Why is Stephen strapped at school ?,Because one of his teacher s believes he broke his glasses to get out of an exam,His teacher thought he broke his glasses on purpose
ebd6d319ba69f1f60618a32c124d344bc5e1b56e,train,What happens while the two men are sleeping in the tent?,Dark shapes move around and make noise outside of their tent.,The wind whips through the willows outside.,What happens while the two men are sleeping in the tent ?,Dark shapes move around and make noise outside of their tent .,The wind whips through the willows outside .
418694b1eaa0733da2c3605495c0d84901f522b0,train,Why is Oscar being sent to Monsieur Moreau?,to find a job,hoping a position can be found for him,Why is Oscar being sent to Monsieur Moreau ?,to find a job,hoping a position can be found for him
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8,train,What is the name of the tribe John falls in with?,Tharks,Tharks,What is the name of the tribe John falls in with ?,Tharks,Tharks
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,What is Anna's body chained to?,A car.,two cars,What is Anna s body chained to ?,A car .,two cars
1a447099edd43fe60f1bf8f2b1eabbd11a5c3989,test,Who feels pity for Randolph and allows Randolph to stay with him?,Randolph's former partner Angelo allows Randolph live in his apartment.,sheldon mopes,Who feels pity for Randolph and allows Randolph to stay with him ?,Randolph s former partner Angelo allows Randolph live in his apartment .,sheldon mopes
f69d861b4aed53f6bd9069c588a641929c840ae5,valid,Why did the plan fail?,The agent found diamond mines in South Africa,Bonafide diamond mines were disscovered in South Africa ,Why did the plan fail ?,The agent found diamond mines in South Africa,Bonafide diamond mines were disscovered in South Africa
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Why were Odysseus and Diomedes instructed not to kill Hector?,Athena told them they were not destined to kill him.,they were not destined to,Why were Odysseus and Diomedes instructed not to kill Hector ?,Athena told them they were not destined to kill him .,they were not destined to
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,What is Hans' true goal?,To take control of Arendelle.,To take over Arendelle,What is Hans ' true goal ?,To take control of Arendelle .,To take over Arendelle
12ec522e344ec19702bc8bc74d85b4e5adf2d229,valid,What makes you think that Mary will have a short life?,Mary is not healthy and the story implies that she will die young.,by the last few lines of the novel.,What makes you think that Mary will have a short life ?,Mary is not healthy and the story implies that she will die young .,by the last few lines of the novel .
4a92bf273183297c7b9e2a39e4ba9044d0eb1e33,test,Who do Martin and the Princess tell their story to?,They tell the story to a royal historian. ,Royal Historian,Who do Martin and the Princess tell their story to ?,They tell the story to a royal historian .,Royal Historian
94f1c8eb8ce7f271eb52c6ae9071ae1b56dabfcb,train,"After Billy attacks Rifki, where do the authorities send Billy?",The prison's ward for the insane,Prison ward for the insane. ,"After Billy attacks Rifki , where do the authorities send Billy ?",The prison s ward for the insane,Prison ward for the insane .
ccfabbee5a88f09447f3cbba5ea0f86e5c039058,test,What part of the body does Charley stab Jerry in?,The heart,His heart.,What part of the body does Charley stab Jerry in ?,The heart,His heart .
e3b700a2a9853e91d32726b11328d5ffd087297a,train,Why is King Louis IV angry with M. Beaucaire?,Because M. Beaucaire would not agree to an arranged marriage.,King Louis XV is angry with Beaucaire because he refuses to submit to an arranged marriage,Why is King Louis IV angry with M. Beaucaire ?,Because M. Beaucaire would not agree to an arranged marriage .,King Louis XV is angry with Beaucaire because he refuses to submit to an arranged marriage
8932752af63261f435156ff18c41d3da39c3d5c6,test,What is the role of Mr. Hobbs?,He is a friend of the family,Cedric's old friend,What is the role of Mr. Hobbs ?,He is a friend of the family,Cedric s old friend
b3d5cd530ffd1b3e55e1ac07b7e21c7134387d94,valid,What does the higher class of Jews have to deal with?,Mobs,angry mobs,What does the higher class of Jews have to deal with ?,Mobs,angry mobs
cd7e6661d62bf4e3e8c6ed366a9b9dbd4a6b5043,train,What is the camera used in disguise of?,Electromagnetic pulse emitter,An EMP device,What is the camera used in disguise of ?,Electromagnetic pulse emitter,An EMP device
01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90,train,Who did Montoni tries to force Emily to marry?,Count Morano,Count Morano,Who did Montoni tries to force Emily to marry ?,Count Morano,Count Morano
167ec212289f7c34823629931c967090650c10dc,train,Why is LAPD detective James Carter in Hong Kong?,He is there on vacation.,He is on vacation ,Why is LAPD detective James Carter in Hong Kong ?,He is there on vacation .,He is on vacation
ef102d02ce5962470a8cbf9d9219625d0080384c,train,Why is the Duke angry after the Duchess encourages Ferdinand?,She meddled with the election,She led Ferdinand to believe the Duke would endorse him.,Why is the Duke angry after the Duchess encourages Ferdinand ?,She meddled with the election,She led Ferdinand to believe the Duke would endorse him .
b7d110c2b105935a4284db267650661a3d572b26,train,What does Jill do when she realizes her boyfriend is having sex on the kitchen floor?,Throws a chair at them,THROWS A CHAIR AT THEM,What does Jill do when she realizes her boyfriend is having sex on the kitchen floor ?,Throws a chair at them,THROWS A CHAIR AT THEM
02476285f0673b06c7754deed4517e54c50c42b5,train,How many children does Mrs. Twitchit have?,Three.,3,How many children does Mrs. Twitchit have ?,Three .,3
a6a0d0dd948d7e7d52bc8ab8ea73209d8d548d08,train,Why does Luther shoot at Jack?,Luther shoots at Jack so he doesn't have to be investigated.  Jack takes Luther to jail.,He was trying to escape interrogation.,Why does Luther shoot at Jack ?,Luther shoots at Jack so he does n't have to be investigated . Jack takes Luther to jail .,He was trying to escape interrogation .
cb73b862a2e8711723a20224d5ce6fb41ee60047,test,What does Gurav think of women?,"He thinks that women are of a ""lower race""",He thinks that women are lower than men.,What does Gurav think of women ?,He thinks that women are of a lower race,He thinks that women are lower than men .
1ddea1c3f13183fbe029834b5a3ab505600c5dfa,train,What impresses Mr. Slate?,Fred's substance that turns to stone,The concrete substance that Fred inadvertently created.,What impresses Mr . Slate ?,Fred s substance that turns to stone,The concrete substance that Fred inadvertently created .
f8b3d0124f396d92b58e396b6ab8e2368360c27e,train,What kind of clothing is Bean wearing at the hospital?,He is wearing Doctor's uniform.,Doctor garments,What kind of clothing is Bean wearing at the hospital ?,He is wearing Doctor s uniform .,Doctor garments
9225235e797e38d6177ba6e3a9ed63d06168bee2,train,How were the UN people protected from the claws?,a wrist tab that emitted radiation,A wrist tab that emits radiation,How were the UN people protected from the claws ?,a wrist tab that emitted radiation,A wrist tab that emits radiation
5170566c90131e41863b393cc12d1df9f9c17cc4,train,Why did Norman murder Mrs. Bates and her lover?,Norman was jealous.,jealousy ,Why did Norman murder Mrs. Bates and her lover ?,Norman was jealous .,jealousy
1fa32a0798f79e13ca92ae84eda9ab3eb12c70a4,test,Who does Buck return as every year?,Ghost dog,the Ghost Dog of the Northland Legend,Who does Buck return as every year ?,Ghost dog,the Ghost Dog of the Northland Legend
ffae045d630abf7e4c282849d16819ceff60c2b0,train,Where does Stacy actually go after she asks Brad to drive her to the bowling alley?,An abortion clinic.,to an abortion clinic,Where does Stacy actually go after she asks Brad to drive her to the bowling alley ?,An abortion clinic .,to an abortion clinic
3e1d81664f7e7386e7b392ba670be09e3cf857ab,test,How many children do Anne and Gilbert have?,Six,six,How many children do Anne and Gilbert have ?,Six,six
7106fc99070090d24c52168a4d1e0727b296fa20,train,Why didn't Ploni Almoni want to marry Ruth?,He didn't want to jeopardize his inheritance.,He didn't want to jeopardize his inheritance.,Why did n't Ploni Almoni want to marry Ruth ?,He did n't want to jeopardize his inheritance .,He did n't want to jeopardize his inheritance .
f23e68e4250fa5806231e17f196c6c5148af1d58,test,What did John Willoughby need money for?,To repair his injured arm.,He needed his arm fixed by a doctor.,What did John Willoughby need money for ?,To repair his injured arm .,He needed his arm fixed by a doctor .
b346adfa183aaa8aa160f0abd662f3463adbaf56,train,Why might Emilius not be trustworthy?,He marries Eustace while still married. ,He is a bigamist and lied about his room key.,Why might Emilius not be trustworthy ?,He marries Eustace while still married .,He is a bigamist and lied about his room key .
30b0d3485f9e627b64b0feb99a845547c28d970a,train,Where does Kelly go when he leaves the Limo?,To see his father at the clinic.,The clinic.,Where does Kelly go when he leaves the Limo ?,To see his father at the clinic .,The clinic .
a9a03a147849d65e6bcaf3cc74c3dd93d0ef88d4,test,What animal is in Montresor's family coat of arms? ,A snake,Snake,What animal is in Montresor s family coat of arms ?,A snake,Snake
d75d97726ac6b229b809cb7e482606024c2e564a,train,What does Jud reveal to Louis after Church returns?,that he buried his dog there when he was a boy,A Micmac burial ground.,What does Jud reveal to Louis after Church returns ?,that he buried his dog there when he was a boy,A Micmac burial ground .
7abce7387dae92c0d09c03d26bf6407237a8c7c6,train,Why does Reynolds murder Hammerly?,To ensure the passing of the bill.,To ensure legislation passes and he gets a promotion.,Why does Reynolds murder Hammerly ?,To ensure the passing of the bill .,To ensure legislation passes and he gets a promotion .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who becomes engaged to Hastings?,Constance Neville,Constance.,Who becomes engaged to Hastings ?,Constance Neville,Constance .
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What was Jim Morrison's nickname as his band became more popular?,The Lizard King,the lizard king,What was Jim Morrison s nickname as his band became more popular ?,The Lizard King,the lizard king
